MACID,PARTNUM,REVISION,WORKNO,LINEID,OPERTOR,BARCODE,TRESULT,TESTDATE,TESTTIME,FL01,FL02,FL03,FL04,FL05,FL06,FL07,FL08,FL09,FL10,SDATE,STIME,ITSDATE,ITSTIME,FPATH
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170718,90323,X758FlexShorted,20170718,90323,763499,ST_B1_B13,0,0,L38,,,20170718,90323,20170718,90327,FHAPCE7/20170717N/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_N_0.csv
YM98R,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170718,85059,X758FlexShorted,20170718,84923,763789,ST_B1_B13,0,0,L62,,,20170718,85059,20170718,84925,FHAPCE7/20170718D/YM98R/OQC_FLEX_POR_AutoAlign_tester763789_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170718,90253,X758FlexShorted,20170718,90246,763248,ST_B1_B13,0,0,L38,,,20170718,90253,20170718,90251,FHAPCE7/20170717N/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_N_0.csv
YM75L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170719,80348,X758FlexShorted,20170719,80247,764138,ST_B1_B13,0,0,L59,,,20170719,80348,20170719,80249,FHAPCE7/20170718N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
YM75R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170719,80505,X758FlexShorted,20170719,80358,763859,ST_B1_B13,0,0,L59,,,20170719,80505,20170719,80359,FHAPCE7/20170718N/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_N_0.csv
YM103L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170719,80311,X758FlexShorted,20170719,80212,764660,ST_B1_B13,0,0,L59,,,20170719,80311,20170719,80214,FHAPCE7/20170718N/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_N_0.csv
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170719,80240,X758FlexShorted,20170719,80142,764501,ST_B1_B13,0,0,L59,,,20170719,80240,20170719,80144,FHAPCE7/20170718N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
YM56R,FHAPCE6,,test,Z24-108,F6672354,G5Y7261QETRJ25X9GZY1,PASS,20170709,120249,OK,20170709,120434,764662,NA,,,,,,20170709,120249,20170709,120436,FHAPCE6/20170709D/YM56R/OQC_FLEX_POR_AutoAlign_tester764662_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170714,205432,X758FlexShorted,20170714,205606,762966,ST_B1_B13,17,100,L04,,,20170714,205432,20170714,205607,FHAPCE7/20170714N/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170714,205519,X758FlexShorted,20170714,205657,762943,ST_B1_B13,15,93.33,L04,,,20170714,205519,20170714,205658,FHAPCE7/20170714N/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170714,205845,X758FlexShorted,20170714,205747,762945,ST_B1_B13,17,100,L04,,,20170714,205845,20170714,205748,FHAPCE7/20170714N/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170715,83047,X758FlexShorted,20170715,83131,763659,ST_B1_B13,460,98.04,L37,,,20170715,83047,20170715,83133,FHAPCE7/20170715D/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_D_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170715,81854,X758FlexShorted,20170715,81831,763787,ST_B1_B13,484,92.36,L37,,,20170715,81854,20170715,81833,FHAPCE7/20170715D/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_D_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170715,81836,X758FlexShorted,20170715,81918,763941,ST_B1_B13,443,98.42,L37,,,20170715,81836,20170715,81920,FHAPCE7/20170715D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170715,80758,X758FlexShorted,20170715,80819,763675,ST_B1_B13,449,91.98,L38,,,20170715,80758,20170715,80822,FHAPCE7/20170715D/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170715,80649,X758FlexShorted,20170715,80645,763248,ST_B1_B13,448,96.65,L38,,,20170715,80649,20170715,80648,FHAPCE7/20170714N/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_N_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170715,82843,X758FlexShorted,20170715,82921,763941,ST_B1_B13,444,98.2,L37,,,20170715,82843,20170715,82923,FHAPCE7/20170715D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170715,80616,X758FlexShorted,20170715,80615,763499,ST_B1_B13,474,91.14,L38,,,20170715,80616,20170715,80617,FHAPCE7/20170714N/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_N_0.csv
YM98L,FHAPCE7,,test,Z24-13,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170716,210740,X758FlexShorted,20170716,210601,763824,ST_B1_B13,22,100,L62,,,20170716,210740,20170716,210602,FHAPCE7/20170716N/YM98L/OQC_FLEX_POR_AutoAlign_tester763824_4.0.0_N_0.csv
YM103R,FHAPCE7,,test,Z24-13,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170716,212213,X758FlexShorted,20170716,212126,764501,OT_H10,0,0,L59,,,20170716,212213,20170716,212127,FHAPCE7/20170716N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
YM102L,FHAPCE7,,test,Z24-13,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170716,210705,X758FlexShorted,20170716,210525,764239,ST_B1_B13,30,96.67,L62,,,20170716,210705,20170716,210525,FHAPCE7/20170716N/YM102L/OQC_FLEX_POR_AutoAlign_tester764239_4.0.0_N_0.csv
YM75R,FHAPCE7,,test,Z24-13,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170716,212429,X758FlexShorted,20170716,212321,763859,ST_B1_B13,0,0,L59,,,20170716,212429,20170716,212322,FHAPCE7/20170716N/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-13,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170716,210151,X758FlexShorted,20170716,210013,763746,ST_B1_B13,27,77.78,L62,,,20170716,210151,20170716,210014,FHAPCE7/20170716N/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_N_0.csv
YM98R,FHAPCE7,,test,Z24-13,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170716,211121,X758FlexShorted,20170716,210942,763789,ST_B1_B13,27,92.59,L62,,,20170716,211121,20170716,210943,FHAPCE7/20170716N/YM98R/OQC_FLEX_POR_AutoAlign_tester763789_4.0.0_N_0.csv
YM75L,FHAPCE7,,test,Z24-13,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170716,212329,X758FlexShorted,20170716,212220,764138,ST_B1_B13,0,0,L59,,,20170716,212329,20170716,212222,FHAPCE7/20170716N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
YM103L,FHAPCE7,,test,Z24-13,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170716,212243,X758FlexShorted,20170716,212156,764660,ST_B1_B13,0,0,L59,,,20170716,212243,20170716,212158,FHAPCE7/20170716N/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170718,80950,X758FlexShorted,20170718,81022,763659,ST_B1_B13,115,96.52,L37,,,20170718,80950,20170718,81028,FHAPCE7/20170717N/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170718,81207,X758FlexShorted,20170718,81239,763787,ST_B1_B13,148,92.57,L37,,,20170718,81207,20170718,81245,FHAPCE7/20170717N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
YM75R,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170718,81922,X758FlexShorted,20170718,81826,763859,ST_B1_B13,62,98.39,L59,,,20170718,81922,20170718,81827,FHAPCE7/20170717N/YM75R/OQC_FLEX_POR_AutoAlign_tester763859_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170718,83055,X758FlexShorted,20170718,83017,763888,ST_B1_B13,346,93.64,L39,,,20170718,83055,20170718,83022,FHAPCE7/20170718D/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_D_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170718,81027,X758FlexShorted,20170718,81103,763941,ST_B1_B13,138,95.65,L37,,,20170718,81027,20170718,81109,FHAPCE7/20170717N/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_N_0.csv
YM103L,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170718,81733,X758FlexShorted,20170718,81628,764660,ST_B1_B13,60,100,L59,,,20170718,81733,20170718,81630,FHAPCE7/20170718D/YM103L/OQC_FLEX_POR_AutoAlign_tester764660_4.0.0_D_0.csv
YM103R,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170718,81702,X758FlexShorted,20170718,81605,764501,ST_B1_B13,56,94.64,L59,,,20170718,81702,20170718,81607,FHAPCE7/20170717N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170717,202717,X758FlexShorted,20170718,82706,763827,ST_B1_B13,492,96.54,L39,,,20170717,202717,20170718,82711,FHAPCE7/20170718D/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_D_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170718,81055,X758FlexShorted,20170718,81128,763767,ST_B1_B13,128,96.88,L37,,,20170718,81055,20170718,81133,FHAPCE7/20170718D/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_D_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170718,83001,X758FlexShorted,20170718,82918,763495,ST_B1_B13,447,96.42,L39,,,20170718,83001,20170718,82923,FHAPCE7/20170717N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170718,83308,X758FlexShorted,20170718,83435,762945,ST_B1_B13,36,94.44,L4,,,20170718,83308,20170718,83436,FHAPCE7/20170718D/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_D_0.csv
YM75L,FHAPCE7,,test,Z24-109,F1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170718,81806,X758FlexShorted,20170718,81705,764138,ST_B1_B13,51,100,L59,,,20170718,81806,20170718,81706,FHAPCE7/20170717N/YM75L/OQC_FLEX_POR_AutoAlign_tester764138_4.0.0_N_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170718,83416,X758FlexShorted,20170718,83540,762966,ST_B1_B13,0,0,L4,,,20170718,83416,20170718,83541,FHAPCE7/20170718D/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_D_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170718,83342,X758FlexShorted,20170718,83510,762943,ST_B1_B13,0,0,L4,,,20170718,83342,20170718,83510,FHAPCE7/20170718D/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_D_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6674259,G5Y7261QETRJ25X9GZY1,FAIL,20170718,83235,X758FlexShorted,20170718,83405,762960,ST_B1_B13,0,0,L4,,,20170718,83235,20170718,83406,FHAPCE7/20170718D/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_D_0.csv
YM102R,FHAPCE7,,test,Z24-09,G1111111,G5Y7261QETRJ25X9GZY1,FAIL,20170718,84621,X758FlexShorted,20170718,84451,763746,ST_B1_B13,0,0,L62,,,20170718,84621,20170718,84452,FHAPCE7/20170717N/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,204521,X758FlexShorted,20170714,204451,763888,ST_B1_B13,17,94.12,L39,,,20170714,204521,20170714,204452,FHAPCE7/20170714N/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170714,202712,X758FlexShorted,20170714,202651,763767,ST_B1_B13,0,0,L37,,,20170714,202712,20170714,202652,FHAPCE7/20170714N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170714,202352,X758FlexShorted,20170714,202435,763659,ST_B1_B13,0,0,L37,,,20170714,202352,20170714,202436,FHAPCE7/20170714D/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_D_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,204404,X758FlexShorted,20170714,204340,763495,ST_B1_B13,15,100,L39,,,20170714,204404,20170714,204341,FHAPCE7/20170714N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170714,202747,X758FlexShorted,20170714,202722,763787,ST_B1_B13,0,0,L37,,,20170714,202747,20170714,202723,FHAPCE7/20170714D/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,203706,X758FlexShorted,20170714,203708,763499,ST_B1_B13,8,100,L38,,,20170714,203706,20170714,203711,FHAPCE7/20170714N/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_N_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,204318,X758FlexShorted,20170714,204258,763964,ST_B1_B13,16,100,L39,,,20170714,204318,20170714,204259,FHAPCE7/20170714N/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,203447,X758FlexShorted,20170714,203446,763248,ST_B1_B13,7,100,L38,,,20170714,203447,20170714,203448,FHAPCE7/20170714N/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_N_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,204245,X758FlexShorted,20170714,204227,763827,ST_B1_B13,15,100,L39,,,20170714,204245,20170714,204229,FHAPCE7/20170714N/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_N_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170714,202722,X758FlexShorted,20170714,202808,763941,ST_B1_B13,0,0,L37,,,20170714,202722,20170714,202809,FHAPCE7/20170714D/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_D_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,203458,X758FlexShorted,20170714,203515,764244,ST_B1_B13,6,100,L38,,,20170714,203458,20170714,203517,FHAPCE7/20170714D/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170714,203602,X758FlexShorted,20170714,203626,763675,ST_B1_B13,6,100,L38,,,20170714,203602,20170714,203628,FHAPCE7/20170714N/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,203106,X758FlexShorted,20170716,203106,763248,ST_B1_B13,1,100,L38,,,20170716,203106,20170716,203110,FHAPCE7/20170716N/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_N_0.csv
YM73R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170716,205103,X758FlexShorted,20170716,204958,763787,ST_B1_B13,16,100,L37,,,20170716,205103,20170716,205000,FHAPCE7/20170716N/YM73R/OQC_FLEX_POR_AutoAlign_tester763787_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,203246,X758FlexShorted,20170716,203259,763675,ST_B1_B13,0,0,L38,,,20170716,203246,20170716,203303,FHAPCE7/20170716N/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_N_0.csv
YM69L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,203809,X758FlexShorted,20170716,203800,763964,ST_B1_B13,573,98.43,L39,,,20170716,203809,20170716,203802,FHAPCE7/20170716N/YM69L/OQC_FLEX_POR_AutoAlign_tester763964_4.0.0_N_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,203119,X758FlexShorted,20170716,203139,764244,ST_B1_B13,0,0,L38,,,20170716,203119,20170716,203142,FHAPCE7/20170716N/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170716,204959,X758FlexShorted,20170716,204857,763767,ST_B1_B13,15,86.67,L37,,,20170716,204959,20170716,204859,FHAPCE7/20170716N/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_N_0.csv
YM64L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,203913,X758FlexShorted,20170716,203826,763495,ST_B1_B13,545,98.17,L39,,,20170716,203913,20170716,203828,FHAPCE7/20170716N/YM64L/OQC_FLEX_POR_AutoAlign_tester763495_4.0.0_N_0.csv
YM67R,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170716,204750,X758FlexShorted,20170716,204830,763659,ST_B1_B13,17,100,L37,,,20170716,204750,20170716,204831,FHAPCE7/20170716N/YM67R/OQC_FLEX_POR_AutoAlign_tester763659_4.0.0_N_0.csv
YM64R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,204039,X758FlexShorted,20170716,203957,763888,ST_B1_B13,595,97.31,L39,,,20170716,204039,20170716,204000,FHAPCE7/20170716N/YM64R/OQC_FLEX_POR_AutoAlign_tester763888_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,203030,X758FlexShorted,20170716,203026,763499,ST_B1_B13,0,0,L38,,,20170716,203030,20170716,203029,FHAPCE7/20170716D/tester/OQC_FLEX_POR_AutoAlign_tester763499_4.0.0_D_0.csv
YM69R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170716,203909,X758FlexShorted,20170716,203901,763827,ST_B1_B13,217,99.54,L39,,,20170716,203909,20170716,203903,FHAPCE7/20170716N/YM69R/OQC_FLEX_POR_AutoAlign_tester763827_4.0.0_N_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170716,205008,X758FlexShorted,20170716,205042,763941,ST_B1_B13,15,100,L37,,,20170716,205008,20170716,205043,FHAPCE7/20170716N/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_N_0.csv
YM96R,FHAPCE7,,test,Z24-09,F1111112,G5Y7261QETRJ25X9GZY1,FAIL,20170724,212612,X758FlexShorted,20170724,212542,764803,ST_B1_B13,38,86.84,L60,2,,20170724,212612,20170724,212543,FHAPCE7/20170724N/YM96R/OQC_FLEX_POR_AutoAlign_tester764803_4.0.0_N_0.csv
YM95R,FHAPCE7,,test,Z24-09,F1111112,G5Y7261QETRJ25X9GZY1,FAIL,20170724,212442,X758FlexShorted,20170724,212329,763580,ST_B1_B13,42,85.71,L60,2,,20170724,212442,20170724,212330,FHAPCE7/20170724N/YM95R/OQC_FLEX_POR_AutoAlign_tester763580_4.0.0_N_0.csv
YM96L,FHAPCE7,,test,Z24-09,F1111112,G5Y7261QETRJ25X9GZY1,FAIL,20170724,212503,X758FlexShorted,20170724,212440,764621,ST_B1_B13,34,94.12,L60,2,,20170724,212503,20170724,212441,FHAPCE7/20170724N/YM96L/OQC_FLEX_POR_AutoAlign_tester764621_4.0.0_N_0.csv
YM95L,FHAPCE7,,test,Z24-09,F1111112,G5Y7261QETRJ25X9GZY1,FAIL,20170724,212515,X758FlexShorted,20170724,212400,764593,ST_B1_B13,38,84.21,L60,2,,20170724,212515,20170724,212401,FHAPCE7/20170724N/YM95L/OQC_FLEX_POR_AutoAlign_tester764593_4.0.0_N_0.csv
YM03R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170725,81013,X758FlexShorted,20170725,81109,762960,ST_B1_B13,0,0,L4,3,,20170725,81013,20170725,81110,FHAPCE7/20170724N/YM03R/OQC_FLEX_POR_AutoAlign_tester762960_4.0.0_N_0.csv
YM03L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170725,80919,X758FlexShorted,20170725,81017,762945,ST_B1_B13,0,0,L4,3,,20170725,80919,20170725,81018,FHAPCE7/20170725D/YM03L/OQC_FLEX_POR_AutoAlign_tester762945_4.0.0_D_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170725,81140,X758FlexShorted,20170725,81216,762943,ST_B1_B13,0,0,L4,3,,20170725,81140,20170725,81217,FHAPCE7/20170725D/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_D_0.csv
YM05L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170725,80900,X758FlexShorted,20170725,80931,762966,ST_B1_B13,0,0,L4,3,,20170725,80900,20170725,80933,FHAPCE7/20170725D/YM05L/OQC_FLEX_POR_AutoAlign_tester762966_4.0.0_D_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170724,205449,X758FlexShorted,20170724,205518,763248,ST_B1_B13,41,97.56,L38,0,,20170724,205449,20170724,205520,FHAPCE7/20170724N/tester/OQC_FLEX_POR_AutoAlign_tester763248_4.0.0_N_0.csv
YM103R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170724,211616,X758FlexShorted,20170724,211629,764501,ST_B1_B13,31,64.52,L59,0,,20170724,211616,20170724,211630,FHAPCE7/20170724N/YM103R/OQC_FLEX_POR_AutoAlign_tester764501_4.0.0_N_0.csv
tester,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170724,205641,X758FlexShorted,20170724,205641,763675,ST_B1_B13,42,97.62,L38,0,,20170724,205641,20170724,205641,FHAPCE7/20170724N/tester/OQC_FLEX_POR_AutoAlign_tester763675_4.0.0_N_0.csv
YM05R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170724,210332,X758FlexShorted,20170724,210405,762943,ST_B1_B13,39,89.74,L4,3,,20170724,210332,20170724,210406,FHAPCE7/20170724N/YM05R/OQC_FLEX_POR_AutoAlign_tester762943_4.0.0_N_0.csv
YM58L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170724,205541,X758FlexShorted,20170724,205549,764244,ST_B1_B13,41,95.12,L38,0,,20170724,205541,20170724,205550,FHAPCE7/20170724N/YM58L/OQC_FLEX_POR_AutoAlign_tester764244_4.0.0_N_0.csv
YM102R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170725,203254,X758FlexShorted,20170725,203141,763746,ST_B1_B13,0,0,L62,1,,20170725,203254,20170725,203142,FHAPCE7/20170725D/YM102R/OQC_FLEX_POR_AutoAlign_tester763746_4.0.0_D_0.csv
YM98R,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170725,203527,X758FlexShorted,20170725,203552,763789,ST_B1_B13,0,0,L62,3,,20170725,203527,20170725,203553,FHAPCE7/20170725N/YM98R/OQC_FLEX_POR_AutoAlign_tester763789_4.0.0_N_0.csv
YM98L,FHAPCE7,,test,Z24-109,F6662560,G5Y7261QETRJ25X9GZY1,FAIL,20170725,203451,X758FlexShorted,20170725,203511,763824,ST_B1_B13,0,0,L62,2,,20170725,203451,20170725,203512,FHAPCE7/20170725N/YM98L/OQC_FLEX_POR_AutoAlign_tester763824_4.0.0_N_0.csv
YM73L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170713,90016,X758FlexShorted,20170713,85948,763767,ST_B1_B13,,,,,,20170713,90016,20170713,85948,FHAPCE7/20170713D/YM73L/OQC_FLEX_POR_AutoAlign_tester763767_4.0.0_D_0.csv
YM67L,FHAPCE7,,test,Z24-109,F6674715,G5Y7261QETRJ25X9GZY1,FAIL,20170713,85937,X758FlexShorted,20170713,90027,763941,ST_B1_B13,,,,,,20170713,85937,20170713,90027,FHAPCE7/20170712N/YM67L/OQC_FLEX_POR_AutoAlign_tester763941_4.0.0_N_0.csv
